CPU counts:  24
gradient ascent n=300, tries=300, d=5, alpha=[0.26675964 0.23859708 0.20663113 0.16871361 0.11929854]
MLE tableau: [33.92811604 33.91060217 33.87954325 33.84210851 33.78629083 33.73707685
 13.63913682 13.61307513 13.57607389 13.56725927 13.55817917  7.28362963
  7.23977163  7.22609121  7.21304561] with error 0.154
EYD tableau: [49, 43, 39, 31, 26, 20, 20, 16, 14, 10, 9, 7, 7, 5, 4] with error 0.1819
MLE tableau: [29.13707685 29.12811604 29.11060217 29.07954325 16.78629083 16.77607389
 16.76725927 16.75817917 16.68362963 16.64210851 16.63977163 16.63913682
 16.62609121 16.61307513 16.61304561] with error 0.0953
EYD tableau: [55, 42, 36, 31, 27, 21, 20, 16, 14, 13, 8, 7, 6, 3, 1] with error 0.1919
MLE tableau: [45.31060217 23.18629083 23.13707685 23.12811604 23.07954325 16.28362963
 16.24210851 16.23977163 16.23913682 16.22609121 16.21307513 16.21304561
 16.17607389 16.16725927 16.15817917] with error 0.1192
EYD tableau: [52, 41, 37, 33, 28, 22, 20, 17, 17, 12, 8, 6, 5, 1, 1] with error 0.1919
MLE tableau: [35.71060217 21.61307513 21.58629083 21.57607389 21.56725927 21.55817917
 21.53707685 21.52811604 21.47954325 21.44210851 21.43977163 21.43913682
 21.42609121  3.08362963  3.01304561] with error 0.1092
EYD tableau: [50, 41, 33, 31, 25, 23, 21, 18, 14, 13, 12, 7, 6, 4, 2] with error 0.1552
MLE tableau: [33.72811604 19.11060217 19.08362963 19.07954325 19.04210851 19.03977163
 19.03913682 19.02609121 19.01307513 19.01304561 18.98629083 18.97607389
 18.96725927 18.95817917 18.93707685] with error 0.1285
EYD tableau: [51, 40, 37, 32, 28, 24, 20, 19, 14, 13, 11, 6, 4, 1, 0] with error 0.1837
MLE tableau: [2.29581792e+01 2.29370768e+01 2.29281160e+01 2.29106022e+01
 2.28795433e+01 2.28421085e+01 2.28397716e+01 2.28391368e+01
 2.28260912e+01 2.28130751e+01 2.27862908e+01 2.27760739e+01
 2.27672593e+01 2.88362963e+00 1.30456051e-02] with error 0.1148
EYD tableau: [53, 42, 40, 32, 24, 23, 21, 16, 14, 12, 8, 7, 4, 2, 2] with error 0.1938
MLE tableau: [33.32811604 33.31060217 33.27954325 33.13707685 15.23977163 15.23913682
 15.22609121 15.21307513 15.21304561 15.18629083 15.17607389 15.16725927
 15.15817917 15.08362963 15.04210851] with error 0.1303
EYD tableau: [52, 42, 40, 32, 31, 24, 19, 14, 12, 10, 7, 7, 5, 3, 2] with error 0.2137
MLE tableau: [29.67954325 29.64210851 29.63913682 29.58629083 29.53707685 29.52811604
 29.51060217 11.68362963 11.63977163 11.62609121 11.61307513 11.61304561
 11.57607389 11.56725927 11.55817917] with error 0.1108
EYD tableau: [50, 43, 41, 32, 24, 23, 23, 17, 14, 10, 8, 7, 3, 3, 2] with error 0.193
MLE tableau: [27.23913682 27.21307513 27.18629083 27.13707685 27.12811604 27.11060217
 27.07954325 27.04210851 11.95817917 11.88362963 11.83977163 11.82609121
 11.81304561 11.77607389 11.76725927] with error 0.0823
EYD tableau: [57, 45, 32, 28, 25, 24, 17, 17, 17, 13, 10, 7, 5, 3, 0] with error 0.1804
MLE tableau: [4.83106022e+01 1.94397716e+01 1.94391368e+01 1.94260912e+01
 1.94130751e+01 1.93862908e+01 1.93760739e+01 1.93672593e+01
 1.93581792e+01 1.93370768e+01 1.93281160e+01 1.92836296e+01
 1.92795433e+01 1.92421085e+01 1.30456051e-02] with error 0.144
EYD tableau: [48, 42, 37, 31, 26, 23, 23, 17, 16, 11, 9, 8, 5, 3, 1] with error 0.1711
MLE tableau: [21.81307513 21.78629083 21.77607389 21.76725927 21.75817917 21.73707685
 21.72811604 21.71060217 21.68362963 21.67954325 21.64210851 21.63977163
 21.63913682 12.82609121  4.81304561] with error 0.0979
EYD tableau: [45, 42, 35, 31, 29, 27, 22, 16, 14, 11, 10, 7, 6, 4, 1] with error 0.1737
MLE tableau: [21.11060217 21.08362963 21.07954325 21.04210851 21.03977163 21.03913682
 21.02609121 21.01307513 20.98629083 20.97607389 20.96725927 20.95817917
 20.93707685 20.92811604  5.81304561] with error 0.111
EYD tableau: [48, 43, 41, 33, 28, 23, 19, 17, 15, 11, 9, 6, 3, 2, 2] with error 0.1985
MLE tableau: [25.43913682 25.41307513 25.38629083 25.36725927 25.35817917 25.33707685
 25.32811604 25.31060217 25.27954325 25.24210851  9.41304561  9.37607389
  9.28362963  9.23977163  9.22609121] with error 0.0822
EYD tableau: [48, 42, 32, 31, 26, 24, 19, 18, 16, 15, 10, 8, 6, 3, 2] with error 0.1537
MLE tableau: [20.08362963 20.07954325 20.04210851 20.03977163 20.03913682 20.02609121
 20.01307513 20.01304561 19.98629083 19.97607389 19.96725927 19.95817917
 19.93707685 19.92811604 19.91060217] with error 0.1325
EYD tableau: [46, 43, 35, 31, 26, 24, 21, 18, 16, 12, 11, 9, 5, 2, 1] with error 0.1604
MLE tableau: [21.24210851 21.23977163 21.23913682 21.22609121 21.21307513 21.18629083
 21.17607389 21.16725927 21.15817917 21.13707685 21.12811604 21.11060217
 21.08362963 21.07954325  3.61304561] with error 0.1147
EYD tableau: [51, 40, 35, 29, 28, 26, 22, 20, 17, 11, 7, 5, 5, 3, 1] with error 0.1737
MLE tableau: [24.33707685 24.32811604 24.31060217 24.27954325 24.24210851 24.23913682
 24.21307513 24.18629083 24.17607389 24.16725927 24.15817917  8.42609121
  8.41304561  8.28362963  8.23977163] with error 0.0832
EYD tableau: [54, 42, 37, 30, 28, 24, 19, 14, 13, 12, 10, 7, 5, 3, 2] with error 0.1937
MLE tableau: [42.51060217 25.27954325 25.18629083 25.13707685 25.12811604 15.77607389
 15.76725927 15.75817917 15.68362963 15.64210851 15.63977163 15.63913682
 15.62609121 15.61307513 15.61304561] with error 0.1042
EYD tableau: [51, 42, 35, 33, 28, 26, 21, 17, 13, 10, 9, 6, 5, 4, 0] with error 0.1937
MLE tableau: [2.61370768e+01 2.61281160e+01 2.61106022e+01 2.60795433e+01
 2.60421085e+01 2.60391368e+01 2.59862908e+01 1.68397716e+01
 1.68260912e+01 1.68130751e+01 1.67760739e+01 1.67672593e+01
 1.67581792e+01 1.66836296e+01 1.30456051e-02] with error 0.0682
EYD tableau: [46, 39, 35, 29, 28, 27, 24, 18, 15, 13, 9, 8, 5, 4, 0] with error 0.1629
MLE tableau: [2.15281160e+01 2.15106022e+01 2.14836296e+01 2.14795433e+01
 2.14421085e+01 2.14397716e+01 2.14391368e+01 2.14260912e+01
 2.14130751e+01 2.13862908e+01 2.13760739e+01 2.13672593e+01
 2.13581792e+01 2.13370768e+01 1.30456051e-02] with error 0.1207
EYD tableau: [53, 39, 35, 29, 28, 24, 20, 17, 15, 12, 11, 9, 5, 2, 1] with error 0.1704
MLE tableau: [41.11060217 19.67954325 19.64210851 19.63977163 19.63913682 19.62609121
 19.61307513 19.58629083 19.57607389 19.56725927 19.55817917 19.53707685
 19.52811604 19.48362963  4.21304561] with error 0.124
EYD tableau: [53, 42, 35, 30, 27, 23, 19, 16, 14, 13, 9, 8, 6, 4, 1] with error 0.1785
MLE tableau: [42.31060217 18.48362963 18.47954325 18.44210851 18.43977163 18.43913682
 18.42609121 18.41307513 18.41304561 18.38629083 18.37607389 18.36725927
 18.35817917 18.33707685 18.32811604] with error 0.1449
EYD tableau: [55, 37, 34, 31, 27, 24, 19, 19, 16, 12, 11, 6, 5, 2, 2] with error 0.1704
MLE tableau: [45.71060217 18.23977163 18.23913682 18.22609121 18.21307513 18.21304561
 18.18629083 18.17607389 18.16725927 18.15817917 18.13707685 18.12811604
 18.08362963 18.07954325 18.04210851] with error 0.1511
EYD tableau: [52, 45, 35, 31, 25, 22, 21, 19, 15, 14, 7, 6, 4, 4, 0] with error 0.1819
MLE tableau: [3.61106022e+01 3.59370768e+01 1.90795433e+01 1.90421085e+01
 1.90397716e+01 1.90391368e+01 1.90260912e+01 1.90130751e+01
 1.89862908e+01 1.89760739e+01 1.89672593e+01 1.89581792e+01
 1.89281160e+01 1.88836296e+01 1.30456051e-02] with error 0.1248
EYD tableau: [48, 41, 38, 32, 27, 23, 21, 17, 13, 11, 10, 8, 7, 3, 1] with error 0.1752
MLE tableau: [24.16725927 24.13707685 24.12811604 24.11060217 24.07954325 24.04210851
 24.03913682 23.98629083 15.41307513 15.41304561 15.37607389 15.35817917
 15.28362963 15.23977163 15.22609121] with error 0.0699
EYD tableau: [51, 42, 34, 31, 30, 24, 21, 17, 14, 11, 8, 6, 5, 3, 3] with error 0.1837
MLE tableau: [25.71060217 25.67954325 25.64210851 25.63913682 25.58629083 25.56725927
 25.53707685 25.52811604 13.63977163 13.62609121 13.61307513 13.61304561
 13.57607389 13.55817917 13.48362963] with error 0.0696
EYD tableau: [49, 42, 33, 30, 25, 23, 20, 19, 14, 12, 12, 9, 6, 3, 3] with error 0.1519
MLE tableau: [20.08362963 20.07954325 20.04210851 20.03977163 20.03913682 20.02609121
 20.01307513 20.01304561 19.98629083 19.97607389 19.96725927 19.95817917
 19.93707685 19.92811604 19.91060217] with error 0.1325
EYD tableau: [49, 44, 41, 30, 27, 24, 20, 17, 10, 9, 9, 9, 6, 5, 0] with error 0.1937
MLE tableau: [28.98629083 28.93707685 28.92811604 28.91060217 28.87954325 28.84210851
 14.16725927 14.15817917 14.08362963 14.03977163 14.03913682 14.02609121
 14.01307513 14.01304561 13.97607389] with error 0.0929
EYD tableau: [49, 44, 39, 32, 31, 21, 18, 16, 14, 11, 8, 7, 5, 3, 2] with error 0.2052
MLE tableau: [29.52811604 29.51060217 29.47954325 29.44210851 29.38629083 29.33707685
 13.81304561 13.77607389 13.76725927 13.75817917 13.68362963 13.63977163
 13.63913682 13.62609121 13.61307513] with error 0.0998
EYD tableau: [50, 42, 39, 31, 26, 21, 19, 18, 13, 11, 9, 9, 6, 4, 2] with error 0.1819
MLE tableau: [29.53707685 29.52811604 29.51060217 29.47954325 16.62609121 16.61307513
 16.61304561 16.58629083 16.57607389 16.56725927 16.55817917 16.48362963
 16.44210851 16.43977163 16.43913682] with error 0.0981
EYD tableau: [47, 40, 34, 32, 29, 27, 22, 17, 15, 11, 9, 8, 4, 3, 2] with error 0.1737
MLE tableau: [22.41307513 22.38629083 22.37607389 22.36725927 22.35817917 22.33707685
 22.32811604 22.31060217 22.27954325 22.24210851 22.23913682 22.22609121
 10.81304561 10.68362963 10.63977163] with error 0.0822
EYD tableau: [54, 43, 32, 27, 26, 23, 21, 18, 15, 13, 10, 8, 6, 2, 2] with error 0.1619
MLE tableau: [44.11060217 18.37607389 18.36725927 18.35817917 18.33707685 18.32811604
 18.28362963 18.27954325 18.24210851 18.23977163 18.23913682 18.22609121
 18.21307513 18.21304561 18.18629083] with error 0.1481
EYD tableau: [51, 42, 33, 33, 29, 22, 20, 16, 16, 14, 8, 6, 4, 3, 3] with error 0.1819
MLE tableau: [35.11060217 21.98629083 21.96725927 21.95817917 21.93707685 21.92811604
 21.87954325 21.84210851 21.83913682 21.81307513 13.62609121 13.61304561
 13.57607389 13.48362963 13.43977163] with error 0.0764
EYD tableau: [48, 37, 36, 29, 27, 22, 21, 19, 16, 14, 9, 7, 6, 5, 4] with error 0.1452
MLE tableau: [20.08362963 20.07954325 20.04210851 20.03977163 20.03913682 20.02609121
 20.01307513 20.01304561 19.98629083 19.97607389 19.96725927 19.95817917
 19.93707685 19.92811604 19.91060217] with error 0.1325
EYD tableau: [56, 38, 33, 32, 26, 22, 20, 18, 14, 12, 10, 9, 5, 3, 2] with error 0.1719
MLE tableau: [47.31060217 18.15817917 18.13707685 18.12811604 18.08362963 18.07954325
 18.04210851 18.03977163 18.03913682 18.02609121 18.01307513 18.01304561
 17.98629083 17.97607389 17.96725927] with error 0.1547
EYD tableau: [47, 43, 39, 31, 26, 21, 20, 19, 15, 13, 10, 8, 6, 2, 0] with error 0.1752
MLE tableau: [2.15281160e+01 2.15106022e+01 2.14836296e+01 2.14795433e+01
 2.14421085e+01 2.14397716e+01 2.14391368e+01 2.14260912e+01
 2.14130751e+01 2.13862908e+01 2.13760739e+01 2.13672593e+01
 2.13581792e+01 2.13370768e+01 1.30456051e-02] with error 0.1207
EYD tableau: [46, 40, 36, 32, 27, 23, 20, 20, 15, 11, 11, 9, 5, 3, 2] with error 0.1585
MLE tableau: [20.08362963 20.07954325 20.04210851 20.03977163 20.03913682 20.02609121
 20.01307513 20.01304561 19.98629083 19.97607389 19.96725927 19.95817917
 19.93707685 19.92811604 19.91060217] with error 0.1325
EYD tableau: [49, 41, 37, 33, 28, 24, 23, 18, 15, 10, 8, 6, 4, 2, 2] with error 0.1863
MLE tableau: [24.35817917 24.33707685 24.32811604 24.31060217 24.27954325 24.24210851
 24.23913682 24.21307513 24.18629083 24.17607389 24.16725927  8.41304561
  8.28362963  8.23977163  8.22609121] with error 0.0835
EYD tableau: [51, 46, 32, 31, 25, 24, 19, 16, 14, 13, 11, 7, 5, 4, 2] with error 0.1737
MLE tableau: [37.71060217 37.53707685 17.38629083 17.37607389 17.36725927 17.35817917
 17.32811604 17.28362963 17.27954325 17.24210851 17.23977163 17.23913682
 17.22609121 17.21307513 17.21304561] with error 0.1426
EYD tableau: [57, 49, 37, 30, 23, 23, 17, 15, 13, 13, 9, 6, 4, 3, 1] with error 0.2138
MLE tableau: [45.33707685 45.31060217 29.12811604 15.08362963 15.07954325 15.04210851
 15.03977163 15.03913682 15.02609121 15.01307513 15.01304561 14.98629083
 14.97607389 14.96725927 14.95817917] with error 0.1698
EYD tableau: [47, 42, 37, 32, 30, 24, 20, 19, 14, 13, 9, 6, 3, 3, 1] with error 0.1837
MLE tableau: [23.47954325 23.44210851 23.43913682 23.42609121 23.41307513 23.38629083
 23.37607389 23.36725927 23.35817917 23.33707685 23.32811604 23.31060217
  6.48362963  6.43977163  6.41304561] with error 0.0923
EYD tableau: [54, 46, 41, 33, 26, 20, 18, 15, 13, 11, 9, 5, 5, 2, 2] with error 0.2219
MLE tableau: [37.13707685 37.12811604 37.11060217 37.07954325 13.83977163 13.83913682
 13.82609121 13.81307513 13.81304561 13.78629083 13.77607389 13.76725927
 13.75817917 13.68362963 13.64210851] with error 0.1665
EYD tableau: [58, 39, 38, 32, 28, 24, 21, 16, 14, 11, 11, 5, 1, 1, 1] with error 0.2071
MLE tableau: [48.51060217 22.32811604 22.27954325 22.24210851 22.23913682 22.22609121
 22.21307513 22.18629083 22.17607389 22.16725927 22.15817917 22.13707685
  2.43977163  2.41304561  2.28362963] with error 0.1349
EYD tableau: [51, 47, 36, 33, 28, 24, 20, 18, 12, 12, 7, 5, 4, 2, 1] with error 0.2071
MLE tableau: [27.84210851 27.83913682 27.78629083 27.73707685 27.72811604 27.71060217
 27.67954325 22.21307513 22.16725927 22.15817917  7.88362963  7.83977163
  7.82609121  7.81304561  7.77607389] with error 0.0808
EYD tableau: [53, 46, 38, 30, 27, 27, 21, 14, 13, 10, 9, 6, 4, 1, 1] with error 0.2137
MLE tableau: [29.72811604 29.71060217 29.67954325 29.64210851 29.63913682 29.58629083
 29.53707685 13.75817917 13.63977163 13.62609121 13.61307513 13.57607389
 13.56725927  5.41304561  5.28362963] with error 0.0971
EYD tableau: [46, 43, 34, 29, 28, 22, 21, 18, 15, 13, 9, 8, 7, 6, 1] with error 0.1552
MLE tableau: [20.08362963 20.07954325 20.04210851 20.03977163 20.03913682 20.02609121
 20.01307513 20.01304561 19.98629083 19.97607389 19.96725927 19.95817917
 19.93707685 19.92811604 19.91060217] with error 0.1325
EYD tableau: [46, 45, 35, 33, 29, 26, 22, 19, 15, 11, 7, 6, 4, 2, 0] with error 0.1904
MLE tableau: [2.47106022e+01 2.46795433e+01 2.46421085e+01 2.46391368e+01
 2.46130751e+01 2.45862908e+01 2.45760739e+01 2.45672593e+01
 2.45581792e+01 2.45370768e+01 2.45281160e+01 9.83977163e+00
 9.82609121e+00 9.68362963e+00 1.30456051e-02] with error 0.0879
EYD tableau: [46, 41, 37, 34, 30, 24, 22, 17, 15, 12, 8, 5, 5, 3, 1] with error 0.1837
MLE tableau: [24.17607389 24.16725927 24.15817917 24.13707685 24.12811604 24.11060217
 24.07954325 24.04210851 24.03913682 24.01307513 23.98629083  8.82609121
  8.81304561  8.68362963  8.63977163] with error 0.0817
EYD tableau: [52, 41, 38, 32, 28, 25, 21, 17, 14, 12, 10, 5, 3, 2, 0] with error 0.1971
MLE tableau: [2.83862908e+01 2.35370768e+01 2.35281160e+01 2.35106022e+01
 2.34795433e+01 2.34421085e+01 2.34391368e+01 2.34260912e+01
 2.34130751e+01 2.33760739e+01 2.33672593e+01 2.33581792e+01
 6.88362963e+00 6.83977163e+00 1.30456051e-02] with error 0.0933
EYD tableau: [47, 42, 34, 31, 27, 26, 20, 18, 14, 13, 8, 7, 6, 5, 2] with error 0.1671
MLE tableau: [20.51060217 20.47954325 20.44210851 20.43913682 20.41307513 20.41304561
 20.38629083 20.37607389 20.36725927 20.35817917 20.33707685 20.32811604
 18.68362963 18.23977163 18.22609121] with error 0.1221
EYD tableau: [46, 41, 39, 30, 24, 23, 21, 18, 16, 13, 11, 10, 5, 2, 1] with error 0.1571
MLE tableau: [21.24210851 21.23977163 21.23913682 21.22609121 21.21307513 21.18629083
 21.17607389 21.16725927 21.15817917 21.13707685 21.12811604 21.11060217
 21.08362963 21.07954325  3.61304561] with error 0.1147
EYD tableau: [58, 43, 35, 31, 26, 22, 22, 17, 11, 10, 9, 8, 4, 3, 1] with error 0.1985
MLE tableau: [49.71060217 21.96725927 21.93707685 21.92811604 21.87954325 21.84210851
 21.83913682 21.81307513 21.78629083 12.62609121 12.61304561 12.57607389
 12.55817917 12.48362963 12.43977163] with error 0.1035
EYD tableau: [49, 41, 36, 32, 30, 25, 21, 18, 12, 12, 9, 7, 6, 1, 1] with error 0.1871
MLE tableau: [22.72811604 22.71060217 22.67954325 22.64210851 22.63977163 22.63913682
 22.62609121 22.61307513 22.58629083 22.57607389 22.56725927 22.55817917
 22.53707685  3.01304561  2.88362963] with error 0.1095
EYD tableau: [51, 43, 34, 32, 29, 25, 20, 18, 14, 11, 8, 7, 4, 2, 2] with error 0.1904
MLE tableau: [24.98629083 24.96725927 24.95817917 24.93707685 24.92811604 24.91060217
 24.87954325 24.84210851 24.83913682 24.81307513 10.23977163 10.22609121
 10.21304561 10.17607389 10.08362963] with error 0.0763
EYD tableau: [49, 40, 37, 33, 29, 24, 20, 16, 13, 12, 10, 9, 5, 2, 1] with error 0.1837
MLE tableau: [22.33707685 22.32811604 22.31060217 22.28362963 22.27954325 22.24210851
 22.23977163 22.23913682 22.22609121 22.21307513 22.18629083 22.16725927
 22.15817917  5.41304561  5.37607389] with error 0.1007
EYD tableau: [54, 41, 39, 35, 26, 25, 19, 15, 13, 10, 9, 8, 3, 2, 1] with error 0.2104
MLE tableau: [30.78629083 30.73707685 30.72811604 30.71060217 30.67954325 30.64210851
 13.81304561 13.77607389 13.76725927 13.75817917 13.63977163 13.63913682
 13.62609121 13.61307513  6.08362963] with error 0.1044
EYD tableau: [54, 48, 37, 34, 25, 20, 18, 16, 15, 9, 8, 6, 5, 3, 2] with error 0.2152
MLE tableau: [36.67954325 36.53707685 36.52811604 36.51060217 14.03977163 14.03913682
 14.02609121 14.01307513 14.01304561 13.98629083 13.97607389 13.96725927
 13.95817917 13.88362963 13.84210851] with error 0.1612
EYD tableau: [46, 40, 38, 31, 27, 22, 20, 20, 16, 13, 10, 7, 5, 4, 1] with error 0.1619
MLE tableau: [21.13707685 21.12811604 21.11060217 21.08362963 21.07954325 21.04210851
 21.03977163 21.03913682 21.02609121 21.01307513 20.98629083 20.97607389
 20.96725927 20.95817917  5.41304561] with error 0.1117
EYD tableau: [52, 39, 37, 32, 29, 25, 20, 16, 14, 11, 9, 6, 5, 3, 2] with error 0.1904
MLE tableau: [26.13707685 26.12811604 26.11060217 26.07954325 26.04210851 26.03913682
 25.98629083 25.96725927 13.17607389 13.15817917 13.08362963 13.03977163
 13.02609121 13.01307513 13.01304561] with error 0.0717
EYD tableau: [46, 43, 39, 34, 25, 23, 22, 18, 14, 13, 9, 7, 5, 1, 1] with error 0.1785
MLE tableau: [22.73707685 22.72811604 22.71060217 22.67954325 22.64210851 22.63977163
 22.63913682 22.62609121 22.61307513 22.58629083 22.57607389 22.56725927
 22.55817917  2.88362963  2.81304561] with error 0.1098
EYD tableau: [51, 38, 34, 31, 27, 26, 23, 17, 17, 13, 9, 5, 4, 3, 2] with error 0.1696
MLE tableau: [22.92811604 22.91060217 22.87954325 22.84210851 22.83913682 22.82609121
 22.81307513 22.78629083 22.77607389 22.76725927 22.75817917 22.73707685
  8.81304561  8.68362963  8.63977163] with error 0.0849
EYD tableau: [49, 41, 38, 33, 28, 24, 23, 19, 13, 10, 8, 6, 5, 3, 0] with error 0.1896
MLE tableau: [2.47281160e+01 2.47106022e+01 2.46795433e+01 2.46421085e+01
 2.46391368e+01 2.46130751e+01 2.45862908e+01 2.45672593e+01
 2.45581792e+01 2.45370768e+01 1.34836296e+01 1.34397716e+01
 1.34260912e+01 1.33760739e+01 1.30456051e-02] with error 0.0732
EYD tableau: [50, 44, 37, 32, 28, 22, 20, 15, 15, 12, 10, 7, 5, 2, 1] with error 0.1919
MLE tableau: [28.73707685 28.72811604 28.71060217 28.67954325 28.58629083 16.97607389
 16.96725927 16.95817917 16.88362963 16.84210851 16.83977163 16.83913682
 16.82609121 16.81307513  4.61304561] with error 0.0753
EYD tableau: [46, 43, 36, 31, 29, 25, 23, 18, 12, 11, 9, 8, 5, 4, 0] with error 0.1796
MLE tableau: [2.15281160e+01 2.15106022e+01 2.14836296e+01 2.14795433e+01
 2.14421085e+01 2.14397716e+01 2.14391368e+01 2.14260912e+01
 2.14130751e+01 2.13862908e+01 2.13760739e+01 2.13672593e+01
 2.13581792e+01 2.13370768e+01 1.30456051e-02] with error 0.1207
EYD tableau: [50, 39, 36, 33, 26, 24, 21, 19, 15, 11, 10, 6, 6, 2, 2] with error 0.1704
MLE tableau: [22.55817917 22.53707685 22.52811604 22.51060217 22.47954325 22.44210851
 22.43913682 22.42609121 22.41307513 22.38629083 22.37607389 22.36725927
 10.23977163 10.21304561 10.08362963] with error 0.0823
EYD tableau: [53, 44, 39, 31, 28, 22, 20, 17, 14, 10, 8, 5, 4, 3, 2] with error 0.2052
MLE tableau: [31.53707685 31.52811604 31.51060217 31.47954325 31.38629083 19.23913682
 19.16725927 19.04210851 12.22609121 12.21307513 12.21304561 12.17607389
 12.15817917 12.08362963 12.03977163] with error 0.1008
EYD tableau: [45, 40, 36, 31, 27, 26, 21, 18, 15, 14, 10, 9, 4, 2, 2] with error 0.1604
MLE tableau: [21.84210851 21.83977163 21.83913682 21.82609121 21.81307513 21.78629083
 21.77607389 21.76725927 21.75817917 21.73707685 21.72811604 21.71060217
 21.67954325  8.48362963  8.41304561] with error 0.0947
EYD tableau: [51, 40, 34, 30, 29, 24, 19, 17, 15, 11, 11, 7, 6, 4, 2] with error 0.1704
MLE tableau: [37.31060217 18.83977163 18.83913682 18.82609121 18.81307513 18.81304561
 18.78629083 18.77607389 18.76725927 18.75817917 18.73707685 18.72811604
 18.68362963 18.67954325 18.64210851] with error 0.1351
EYD tableau: [47, 39, 36, 31, 28, 26, 21, 16, 16, 11, 9, 7, 6, 4, 3] with error 0.1671
MLE tableau: [20.08362963 20.07954325 20.04210851 20.03977163 20.03913682 20.02609121
 20.01307513 20.01304561 19.98629083 19.97607389 19.96725927 19.95817917
 19.93707685 19.92811604 19.91060217] with error 0.1325
EYD tableau: [46, 43, 40, 31, 28, 23, 22, 18, 13, 10, 9, 7, 5, 4, 1] with error 0.1819
